eventID,parentEventID,samplingProtocol,samplingEffort,contintent,decimalLatitude,decimalLongitude,eventDate,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,habitat,country,geodeticDatum,coordinateUncertaintyInMeters
DIGITAF_FLANDERS:SAMPLE:Me2:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Me2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.988411,3.808989,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me2:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Me2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.988411,3.808989,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crop:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Oz,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930752,3.833002,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crop:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Oz,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930752,3.833002,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Oz,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930698,3.833295,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Oz,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930698,3.833295,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Oz,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930286,3.833097,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Oz,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930286,3.833097,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:PL:crop:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:PL,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.759422,4.036237,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:PL:crop:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:PL,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.759422,4.036237,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:PL:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:PL,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.75819,4.03304,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:PL:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:PL,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.75819,4.03304,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:PL:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:PL,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.760017,4.03697,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:PL:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:PL,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.760017,4.03697,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ti1:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Ti1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.014877,3.473279,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ti1:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Ti1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.014877,3.473279,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ti1:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Ti1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.017292,3.472148,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ti1:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Ti1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.017292,3.472148,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW:crop:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930634,4.915771,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW:crop:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.930634,4.915771,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.931244,4.916273,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.931244,4.916273,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW1:crop:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.952758,4.725003,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW1:crop:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.952758,4.725003,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW1:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.952572,4.724937,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW1:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.952572,4.724937,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW1:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.953194,4.724807,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW1:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.953194,4.724807,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW2:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.93,4.91899,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW2:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.93,4.91899,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW2:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.929592,4.919866,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW2:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.929592,4.919866,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW3:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW3,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.927067,4.925451,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW3:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW3,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.927067,4.925451,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW3:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:TW3,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.926302,4.92707,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:TW3:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:TW3,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.926302,4.92707,2023-06-13,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo:crop:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zo,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.106331,3.55805,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo:crop:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zo,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.106331,3.55805,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zo,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.106567,3.557371,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zo,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.106567,3.557371,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zo,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.105865,3.556603,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zo,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.105865,3.556603,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo1:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zo1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.107437,3.567569,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo1:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zo1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.107437,3.567569,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo1:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zo1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.107109,3.566462,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo1:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zo1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.107109,3.566462,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo2:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zo2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.113503,3.537224,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo2:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zo2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.113503,3.537224,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo2:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zo2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.112732,3.537079,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zo2:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zo2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,51.112732,3.537079,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw:crop:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zw,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.850731,3.71571,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw:crop:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zw,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.850731,3.71571,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zw,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.850586,3.71506,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zw,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.850586,3.71506,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zw,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.85034873,3.71592082647387,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zw,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.85034873,3.71592082647387,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw1:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zw1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.876247,3.759652,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw1:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zw1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.876247,3.759652,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw1:tree:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zw1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.875347,3.7624,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw1:tree:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zw1,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.875347,3.7624,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw2:crtl:pitfall:trap2,DIGITAF_FLANDERS:LOCATION:Zw2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.841705,3.746366,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw2:crtl:pitfall:trap1,DIGITAF_FLANDERS:LOCATION:Zw2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",Europe,50.841705,3.746366,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/,Ghent University,,UGENT,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
